age,gender,city,employment,income_aed,wellness_goal,nutri_knowledge,activity_level,lunch_source,online_orders_per_week,pain_points,frustration_level,order_channel,delivery_reliability_importance,transparency_need,flexibility_need,edu_content_need,past_subscription,trial_intent,max_daily_budget_aed,pricing_pref,convince_factors,open_comment
24,Male,Abu Dhabi,Full-time,9646,Weight loss,3,Moderate,Restaurant/take-away,2,Cost,2,Mobile app,5,4,5,3,No,1,15,Weekly plan,"Price, Chef reputation, App experience",
32,Male,Dubai,Student,31233,Weight loss,2,Moderate,Restaurant/take-away,6,"Lack of time, Confusing nutrition info, Taste",4,Mobile app,4,4,3,4,No,4,55,Pay-as-you-go,"Sustainability creds, Price, App experience",
38,Female,Dubai,Full-time,19642,No specific goal,5,Moderate,Office canteen,4,"Confusing nutrition info, Cooking skills",3,Website,3,2,5,3,Yes,2,28,Annual membership,"Sustainability creds, Price, Chef reputation",
18,Non-binary,Abu Dhabi,Full-time,11636,Medical diet,5,Moderate,Office canteen,3,"Limited options nearby, Cooking skills",2,Phone/WhatsApp,4,3,4,2,Yes,5,34,Pay-as-you-go,"Chef reputation, Proven health results, Taste variety",
36,Male,Dubai,Part-time,5920,General health,3,Moderate,Office canteen,3,"Taste, Cost",1,Mobile app,4,5,4,3,No,4,26,Annual membership,"App experience, Proven health results, Taste variety",
26,Female,Dubai,Part-time,16820,Muscle gain,3,Low,Restaurant/take-away,0,"Lack of time, Taste, Cooking skills",2,Mobile app,3,4,5,3,No,3,31,Weekly plan,"Price, App experience, Sustainability creds",
36,Female,Dubai,Student,14668,Muscle gain,3,Athlete,Restaurant/take-away,5,Taste,2,Mobile app,4,3,4,3,Yes,3,27,Weekly plan,"Proven health results, App experience, Taste variety",
25,Male,Dubai,Unemployed,8959,No specific goal,3,Low,Restaurant/take-away,2,"Confusing nutrition info, Limited options nearby, Cooking skills",2,Mobile app,4,3,5,3,No,5,32,Pay-as-you-go,"Proven health results, App experience, Price",
18,Male,Dubai,Self-employed,8901,No specific goal,4,Low,Cook at home,3,"Confusing nutrition info, Taste, Lack of time",4,Website,4,4,4,1,No,2,17,Monthly plan with discount,"Taste variety, Sustainability creds, Proven health results",
18,Male,Sharjah,Full-time,23157,Weight loss,3,High,Office canteen,3,Cooking skills,1,Mobile app,4,4,5,4,No,4,45,Monthly plan with discount,"Taste variety, Price, Chef reputation",
32,Female,Dubai,Student,5641,Medical diet,4,Low,Restaurant/take-away,4,"Lack of time, Confusing nutrition info, Cost",3,Mobile app,4,4,4,4,Yes,5,31,Weekly plan,"App experience, Price, Sustainability creds",
34,Female,Dubai,Full-time,17552,Weight loss,5,Moderate,Office canteen,2,"Cost, Confusing nutrition info",2,Website,3,2,3,3,No,2,25,Pay-as-you-go,"Proven health results, App experience, Price",
24,Female,Dubai,Full-time,13658,Weight loss,3,Moderate,Office canteen,5,"Taste, Confusing nutrition info",3,Mobile app,4,3,4,5,No,1,20,Annual membership,"Proven health results, Price, Sustainability creds",
37,Female,Abu Dhabi,Student,19233,General health,3,Moderate,Restaurant/take-away,1,Lack of time,1,In-person kiosk,3,4,5,3,No,3,32,Annual membership,"Taste variety, Price, Proven health results",
18,Female,Abu Dhabi,Full-time,12947,Muscle gain,2,Low,Restaurant/take-away,4,"Confusing nutrition info, Cooking skills",2,Website,3,4,5,1,Yes,5,39,Weekly plan,"Chef reputation, Taste variety, Sustainability creds",
31,Female,Abu Dhabi,Full-time,17369,No specific goal,2,Moderate,Office canteen,0,Cost,2,Website,4,2,4,3,No,5,42,Monthly plan with discount,"Chef reputation, Taste variety, Proven health results",
22,Male,Abu Dhabi,Full-time,10346,Weight loss,3,Moderate,Meal box/subscription,6,"Limited options nearby, Cost",3,Mobile app,4,3,4,4,No,5,36,Weekly plan,"Sustainability creds, App experience, Chef reputation",
26,Male,Sharjah,Student,14635,Muscle gain,2,Moderate,Cook at home,2,"Limited options nearby, Taste, Lack of time",3,Phone/WhatsApp,4,4,5,3,No,5,38,Weekly plan,"App experience, Price, Proven health results",
32,Female,Dubai,Full-time,19155,No specific goal,4,Moderate,Skip,2,"Confusing nutrition info, Lack of time",2,Website,5,5,5,2,Yes,5,42,Pay-as-you-go,"Chef reputation, Taste variety, Price",
25,Male,Dubai,Part-time,16175,No specific goal,2,High,Cook at home,1,"Lack of time, Cooking skills",2,Mobile app,4,3,4,4,No,1,23,Weekly plan,"Chef reputation, Price, Sustainability creds",
28,Female,Sharjah,Full-time,18141,Weight loss,3,Low,Cook at home,4,Taste,1,Mobile app,4,4,5,4,No,3,29,Monthly plan with discount,"Sustainability creds, Proven health results, Price",
40,Male,Other,Self-employed,9431,Muscle gain,3,Moderate,Meal box/subscription,1,"Cooking skills, Limited options nearby, Confusing nutrition info",2,Mobile app,5,5,4,4,No,2,21,Pay-as-you-go,"App experience, Price, Taste variety",
27,Female,Sharjah,Self-employed,11164,General health,4,Moderate,Cook at home,4,"Confusing nutrition info, Cooking skills, Taste",4,In-person kiosk,5,5,3,4,Yes,5,36,Monthly plan with discount,"Proven health results, App experience, Taste variety",
38,Male,Dubai,Full-time,11261,Weight loss,3,High,Restaurant/take-away,3,Cooking skills,1,Website,5,5,3,5,Yes,5,35,Monthly plan with discount,"Price, Sustainability creds, Chef reputation",
67,Non-binary,Dubai,Full-time,71133,No specific goal,4,Low,Meal box/subscription,15,Taste,1,Phone/WhatsApp,3,4,5,2,Yes,5,99,Pay-as-you-go,"Price, Sustainability creds, Chef reputation",
36,Male,Dubai,Full-time,29587,No specific goal,3,Moderate,Meal box/subscription,3,Limited options nearby,1,Website,4,3,3,1,No,3,40,Pay-as-you-go,"App experience, Price, Chef reputation",
43,Female,Abu Dhabi,Unemployed,12565,Weight loss,3,High,Skip,3,"Confusing nutrition info, Taste",2,Mobile app,5,4,4,5,No,3,27,Monthly plan with discount,"Sustainability creds, App experience, Price",
18,Male,Dubai,Part-time,8467,Weight loss,1,Low,Cook at home,3,Cooking skills,2,Mobile app,5,4,5,4,Yes,2,20,Pay-as-you-go,"App experience, Taste variety, Sustainability creds",
25,Female,Dubai,Student,19665,Weight loss,3,High,Restaurant/take-away,1,Cost,1,Mobile app,4,4,3,4,Yes,2,27,Pay-as-you-go,"App experience, Proven health results, Price",
36,Male,Sharjah,Full-time,29411,No specific goal,4,Low,Cook at home,2,"Limited options nearby, Cooking skills",1,Mobile app,3,4,5,2,No,1,37,Weekly plan,"App experience, Sustainability creds, Taste variety",
30,Male,Dubai,Self-employed,7984,Weight loss,3,Moderate,Office canteen,4,"Lack of time, Cooking skills, Taste",4,Mobile app,5,4,5,2,No,5,32,Weekly plan,"Proven health results, Sustainability creds, Taste variety",
34,Female,Sharjah,Self-employed,40223,Muscle gain,4,High,Meal box/subscription,2,"Taste, Cost, Confusing nutrition info",4,Phone/WhatsApp,4,5,5,2,No,2,52,Monthly plan with discount,"Chef reputation, Sustainability creds, Taste variety",
27,Male,Dubai,Part-time,18460,Muscle gain,3,Moderate,Office canteen,5,Lack of time,1,In-person kiosk,4,3,4,3,No,5,41,Monthly plan with discount,"App experience, Sustainability creds, Price",
32,Male,Dubai,Unemployed,25153,General health,2,Moderate,Restaurant/take-away,4,"Confusing nutrition info, Lack of time, Cost",4,Mobile app,4,3,4,2,No,2,34,Weekly plan,"Price, Sustainability creds, Proven health results",
30,Female,Dubai,Full-time,31236,Weight loss,1,Low,Office canteen,4,"Taste, Cost",2,Website,4,4,5,3,Yes,5,62,Monthly plan with discount,"App experience, Proven health results, Price",
41,Male,Abu Dhabi,Full-time,24394,Weight loss,3,High,Restaurant/take-away,3,Lack of time,1,Mobile app,3,3,4,4,No,1,26,Annual membership,"Sustainability creds, Proven health results, Price",
34,Female,Dubai,Part-time,14193,No specific goal,4,Moderate,Skip,1,Taste,1,Mobile app,4,4,4,1,No,1,19,Pay-as-you-go,"Proven health results, Price, Sustainability creds",
34,Male,Dubai,Self-employed,27574,No specific goal,4,Low,Cook at home,0,Cost,2,Website,5,2,5,2,Yes,5,53,Pay-as-you-go,"Taste variety, Chef reputation, Price",
28,Male,Other,Full-time,17036,General health,3,Moderate,Restaurant/take-away,2,"Cost, Lack of time, Confusing nutrition info",3,Mobile app,4,4,4,3,No,5,42,Annual membership,"Price, Taste variety, Chef reputation",
28,Male,Dubai,Full-time,25875,Weight loss,3,Moderate,Meal box/subscription,1,"Cooking skills, Confusing nutrition info, Limited options nearby",3,Phone/WhatsApp,4,4,5,2,No,5,52,Annual membership,"Sustainability creds, Price, Chef reputation",
28,Male,Abu Dhabi,Full-time,27330,Weight loss,3,Low,Office canteen,1,"Limited options nearby, Confusing nutrition info, Taste",3,Website,5,2,4,2,Yes,2,37,Pay-as-you-go,"Price, Sustainability creds, App experience",
35,Male,Abu Dhabi,Full-time,8693,General health,3,Low,Cook at home,4,"Taste, Cost, Cooking skills",4,Website,4,3,3,3,Yes,5,32,Pay-as-you-go,"Price, Sustainability creds, App experience",
28,Female,Dubai,Full-time,22313,Weight loss,2,Low,Restaurant/take-away,1,Cooking skills,2,Mobile app,4,3,3,3,No,3,40,Weekly plan,"Price, Proven health results, Taste variety",
34,Male,Abu Dhabi,Part-time,13696,No specific goal,2,Moderate,Office canteen,3,"Confusing nutrition info, Taste",3,Mobile app,4,3,3,4,No,2,25,Pay-as-you-go,"App experience, Price, Taste variety",
48,Female,Dubai,Self-employed,16073,General health,2,Moderate,Cook at home,5,"Limited options nearby, Lack of time",2,Mobile app,3,4,4,2,No,2,23,Monthly plan with discount,"App experience, Proven health results, Chef reputation",
38,Male,Abu Dhabi,Full-time,15984,Weight loss,1,Moderate,Meal box/subscription,4,"Limited options nearby, Lack of time",3,Website,3,4,5,4,No,5,40,Pay-as-you-go,"Chef reputation, Price, App experience",
29,Female,Dubai,Full-time,15666,No specific goal,2,High,Office canteen,5,"Cooking skills, Confusing nutrition info",2,Phone/WhatsApp,4,4,3,5,No,4,37,Pay-as-you-go,"Chef reputation, Taste variety, Price",
41,Female,Abu Dhabi,Full-time,32130,No specific goal,1,High,Meal box/subscription,4,Lack of time,2,Mobile app,5,4,4,4,Yes,5,63,Monthly plan with discount,"App experience, Price, Taste variety",
28,Male,Dubai,Full-time,7574,Weight loss,3,Moderate,Meal box/subscription,4,"Taste, Lack of time",3,Website,5,2,5,1,Yes,5,33,Annual membership,"Sustainability creds, Price, Chef reputation",
18,Female,Abu Dhabi,Self-employed,6339,General health,3,Low,Restaurant/take-away,2,"Lack of time, Limited options nearby, Cooking skills",3,Mobile app,3,5,4,3,Yes,2,17,Weekly plan,"Price, Sustainability creds, Proven health results",
23,Male,Dubai,Student,5705,Weight loss,5,Moderate,Cook at home,0,"Limited options nearby, Confusing nutrition info",3,Mobile app,4,2,4,4,No,4,24,Weekly plan,"App experience, Price, Sustainability creds",
18,Female,Dubai,Full-time,25600,Muscle gain,2,Moderate,Office canteen,2,"Lack of time, Cooking skills, Cost",3,Website,3,5,5,5,No,5,54,Annual membership,"Proven health results, App experience, Price",
29,Female,Dubai,Self-employed,10189,Weight loss,3,Moderate,Cook at home,5,"Limited options nearby, Cooking skills",3,Website,4,4,4,5,No,3,26,Monthly plan with discount,"App experience, Sustainability creds, Price",
32,Male,Dubai,Student,16024,General health,3,Moderate,Meal box/subscription,6,"Cost, Lack of time, Cooking skills",4,Mobile app,3,4,5,3,No,3,30,Weekly plan,"Sustainability creds, App experience, Proven health results",
79,Female,Sharjah,Student,101661,No specific goal,1,Moderate,Cook at home,24,Taste,2,Mobile app,5,4,5,4,No,3,112,Weekly plan,"Price, Proven health results, Taste variety",
34,Female,Dubai,Full-time,9629,Muscle gain,4,High,Cook at home,0,"Lack of time, Limited options nearby, Cost",4,Mobile app,3,5,5,5,Yes,5,34,Pay-as-you-go,"Proven health results, Price, App experience",
30,Male,Other,Unemployed,22960,Weight loss,1,Low,Office canteen,4,Cost,1,Mobile app,3,5,5,5,No,3,39,Monthly plan with discount,"Proven health results, Chef reputation, Price",
38,Female,Other,Full-time,14073,General health,5,Moderate,Cook at home,4,"Cooking skills, Confusing nutrition info, Cost",3,Phone/WhatsApp,4,4,4,3,Yes,5,37,Weekly plan,"Taste variety, Proven health results, App experience",
18,Male,Abu Dhabi,Full-time,13318,Weight loss,5,Low,Cook at home,5,"Taste, Confusing nutrition info",1,Mobile app,3,3,5,3,No,4,30,Pay-as-you-go,"Proven health results, Price, Sustainability creds",
33,Female,Dubai,Full-time,16852,Medical diet,3,High,Restaurant/take-away,3,"Cooking skills, Taste",3,Mobile app,5,5,5,2,No,4,34,Pay-as-you-go,"Sustainability creds, Chef reputation, Taste variety",
38,Female,Dubai,Full-time,21508,Muscle gain,3,Low,Cook at home,1,"Limited options nearby, Lack of time, Taste",4,Mobile app,5,2,4,3,Yes,4,40,Weekly plan,"Taste variety, Proven health results, Chef reputation",
20,Male,Abu Dhabi,Full-time,9286,Weight loss,4,Low,Cook at home,5,Taste,1,Phone/WhatsApp,3,5,4,4,No,1,13,Monthly plan with discount,"Sustainability creds, App experience, Taste variety",
41,Female,Dubai,Full-time,23208,Weight loss,3,Moderate,Office canteen,2,Limited options nearby,1,Website,4,4,5,5,Yes,5,50,Pay-as-you-go,"Chef reputation, Sustainability creds, Price",
34,Female,Dubai,Full-time,30968,General health,4,Moderate,Restaurant/take-away,4,"Cooking skills, Taste, Limited options nearby",3,Website,5,5,4,5,No,5,51,Pay-as-you-go,"Sustainability creds, Price, Chef reputation",
28,Female,Abu Dhabi,Self-employed,7352,Weight loss,1,Low,Restaurant/take-away,1,"Confusing nutrition info, Limited options nearby, Cost",3,Mobile app,5,5,5,3,Yes,2,18,Annual membership,"Taste variety, App experience, Chef reputation",
37,Female,Sharjah,Student,17239,General health,1,Moderate,Office canteen,4,"Lack of time, Limited options nearby",3,Phone/WhatsApp,5,2,4,4,No,5,44,Monthly plan with discount,"Chef reputation, Price, Proven health results",
50,Male,Abu Dhabi,Full-time,12878,Weight loss,3,Moderate,Restaurant/take-away,6,"Cost, Taste, Limited options nearby",3,Mobile app,3,4,4,3,No,3,29,Pay-as-you-go,"Sustainability creds, Chef reputation, Price",
33,Female,Dubai,Student,21277,Weight loss,3,Low,Office canteen,1,"Confusing nutrition info, Cooking skills, Cost",2,Website,3,3,3,4,No,2,33,Monthly plan with discount,"Chef reputation, App experience, Taste variety",
33,Male,Abu Dhabi,Student,8163,Muscle gain,5,Low,Meal box/subscription,3,"Confusing nutrition info, Lack of time, Taste",3,Phone/WhatsApp,3,2,4,4,No,5,31,Pay-as-you-go,"Price, Sustainability creds, App experience",
72,Male,Dubai,Self-employed,84014,No specific goal,2,High,Cook at home,15,"Cooking skills, Taste, Cost",3,Mobile app,4,4,4,3,Yes,3,96,Monthly plan with discount,"Proven health results, Sustainability creds, App experience",
25,Female,Dubai,Full-time,6713,No specific goal,4,Moderate,Restaurant/take-away,2,"Confusing nutrition info, Limited options nearby, Lack of time",2,Mobile app,5,2,4,3,No,1,10,Monthly plan with discount,"Taste variety, Chef reputation, Proven health results",
38,Male,Sharjah,Part-time,13275,Weight loss,2,Moderate,Meal box/subscription,4,"Confusing nutrition info, Cooking skills, Taste",2,Mobile app,3,4,4,2,No,5,40,Monthly plan with discount,"Proven health results, Sustainability creds, Price",
25,Female,Dubai,Student,18637,Muscle gain,3,Moderate,Meal box/subscription,5,Taste,1,Mobile app,4,5,5,2,No,2,27,Monthly plan with discount,"Chef reputation, Sustainability creds, App experience",
32,Non-binary,Dubai,Part-time,10642,Weight loss,3,Low,Cook at home,1,"Cost, Confusing nutrition info",1,Mobile app,4,4,4,5,No,3,26,Pay-as-you-go,"App experience, Sustainability creds, Chef reputation",
28,Female,Dubai,Full-time,9838,Muscle gain,3,Low,Cook at home,2,"Cooking skills, Cost",2,Phone/WhatsApp,5,3,5,1,Yes,4,30,Monthly plan with discount,"Proven health results, Chef reputation, Taste variety",
35,Male,Sharjah,Full-time,16762,Muscle gain,2,Low,Restaurant/take-away,4,Cost,1,Mobile app,3,5,4,2,No,1,24,Pay-as-you-go,"Chef reputation, Proven health results, Sustainability creds",
34,Male,Abu Dhabi,Part-time,15594,No specific goal,3,High,Cook at home,4,Lack of time,2,Mobile app,3,5,4,3,No,4,37,Weekly plan,"Proven health results, Chef reputation, App experience",
40,Female,Abu Dhabi,Full-time,15044,No specific goal,4,Athlete,Meal box/subscription,4,"Lack of time, Limited options nearby",2,Phone/WhatsApp,4,4,3,5,No,5,41,Annual membership,"Taste variety, Chef reputation, App experience",
27,Male,Abu Dhabi,Full-time,23043,Muscle gain,3,Moderate,Restaurant/take-away,6,"Confusing nutrition info, Limited options nearby, Lack of time",4,In-person kiosk,3,4,4,3,No,4,42,Monthly plan with discount,"Taste variety, App experience, Chef reputation",
29,Male,Dubai,Full-time,12314,Muscle gain,3,Low,Restaurant/take-away,3,"Taste, Limited options nearby, Cost",3,Mobile app,4,5,4,3,Yes,4,32,Annual membership,"Sustainability creds, Price, Proven health results",
24,Female,Dubai,Self-employed,17599,No specific goal,4,Low,Cook at home,4,"Cooking skills, Cost, Limited options nearby",3,Mobile app,4,3,4,4,No,1,19,Pay-as-you-go,"Chef reputation, App experience, Sustainability creds",
28,Female,Dubai,Student,11643,General health,4,Moderate,Restaurant/take-away,4,Confusing nutrition info,2,Mobile app,5,5,4,3,Yes,4,33,Monthly plan with discount,"Proven health results, Sustainability creds, App experience",
35,Male,Dubai,Full-time,9809,Weight loss,3,Moderate,Restaurant/take-away,1,"Cost, Cooking skills, Lack of time",2,Mobile app,4,5,3,3,No,5,34,Pay-as-you-go,"Proven health results, Price, Chef reputation",
38,Male,Dubai,Unemployed,13009,Weight loss,2,Low,Meal box/subscription,2,"Taste, Cost",1,Mobile app,4,5,4,4,No,1,15,Monthly plan with discount,"Taste variety, Sustainability creds, Price",
24,Non-binary,Other,Full-time,11689,Muscle gain,5,High,Cook at home,1,"Limited options nearby, Taste",3,Mobile app,5,3,5,3,Yes,3,28,Pay-as-you-go,"App experience, Price, Sustainability creds",
38,Male,Dubai,Part-time,11984,Weight loss,3,Moderate,Cook at home,2,"Cooking skills, Cost, Limited options nearby",2,Mobile app,5,5,4,5,No,1,16,Pay-as-you-go,"Proven health results, Price, Chef reputation",
42,Non-binary,Dubai,Self-employed,26862,Weight loss,2,High,Office canteen,1,"Cooking skills, Cost",2,Mobile app,4,4,5,4,Yes,5,55,Pay-as-you-go,"Chef reputation, Price, App experience",
35,Male,Dubai,Self-employed,13210,Weight loss,3,High,Cook at home,8,"Confusing nutrition info, Limited options nearby",2,Mobile app,4,4,4,4,No,5,40,Monthly plan with discount,"Sustainability creds, App experience, Proven health results",
47,Female,Dubai,Student,10768,General health,4,High,Restaurant/take-away,2,"Cooking skills, Taste",2,Mobile app,4,5,4,3,No,2,22,Pay-as-you-go,"App experience, Sustainability creds, Price",
25,Female,Sharjah,Full-time,15212,Weight loss,1,Moderate,Meal box/subscription,2,"Limited options nearby, Confusing nutrition info",1,Mobile app,4,2,3,5,No,1,17,Monthly plan with discount,"Sustainability creds, Proven health results, Chef reputation",
22,Male,Dubai,Student,15802,Weight loss,5,Moderate,Office canteen,6,"Cost, Confusing nutrition info",1,Mobile app,5,3,4,4,No,5,39,Pay-as-you-go,"Taste variety, Price, Proven health results",
18,Male,Dubai,Full-time,8286,Weight loss,2,Moderate,Meal box/subscription,2,"Cost, Taste, Lack of time",4,Mobile app,5,5,5,2,No,5,34,Pay-as-you-go,"Sustainability creds, App experience, Taste variety",
43,Female,Abu Dhabi,Self-employed,12920,General health,4,Moderate,Cook at home,2,"Cooking skills, Taste, Lack of time",3,Website,4,5,4,3,Yes,3,29,Weekly plan,"App experience, Sustainability creds, Taste variety",
37,Female,Dubai,Self-employed,12663,Medical diet,3,Moderate,Cook at home,0,"Limited options nearby, Lack of time, Taste",4,Mobile app,3,5,3,3,No,5,37,Annual membership,"Sustainability creds, Price, Proven health results",
31,Non-binary,Dubai,Part-time,13762,Muscle gain,3,Athlete,Cook at home,1,Cost,1,Website,3,3,4,4,Yes,2,23,Pay-as-you-go,"Price, Sustainability creds, Proven health results",
34,Male,Dubai,Full-time,21559,Muscle gain,5,Moderate,Cook at home,1,"Cooking skills, Limited options nearby",3,Mobile app,3,4,4,5,No,5,43,Pay-as-you-go,"Price, App experience, Chef reputation",
22,Female,Abu Dhabi,Student,16060,No specific goal,3,High,Meal box/subscription,4,Cooking skills,1,Mobile app,3,3,5,4,No,3,34,Monthly plan with discount,"Proven health results, App experience, Price",
51,Female,Other,Full-time,27716,Weight loss,3,High,Cook at home,2,Cost,1,Mobile app,4,5,4,4,No,2,34,Weekly plan,"Sustainability creds, Taste variety, App experience",
33,Female,Abu Dhabi,Full-time,14912,Weight loss,1,Low,Restaurant/take-away,5,"Taste, Lack of time",2,Mobile app,3,3,4,3,Yes,5,38,Monthly plan with discount,"Price, Chef reputation, Sustainability creds",
32,Female,Dubai,Self-employed,36455,Weight loss,1,Low,Office canteen,3,"Lack of time, Cooking skills",1,Website,4,4,4,4,Yes,5,63,Pay-as-you-go,"Chef reputation, Price, Sustainability creds",
37,Female,Sharjah,Full-time,11913,Weight loss,2,Moderate,Meal box/subscription,3,"Taste, Cost, Cooking skills",2,Mobile app,3,4,3,5,Yes,3,25,Weekly plan,"Proven health results, Taste variety, Chef reputation",
35,Female,Dubai,Student,10208,Muscle gain,4,Moderate,Cook at home,5,Taste,1,Mobile app,3,5,4,3,No,4,31,Pay-as-you-go,"Sustainability creds, Taste variety, App experience",
33,Male,Dubai,Full-time,19721,No specific goal,2,High,Cook at home,3,Lack of time,1,Mobile app,4,4,4,2,Yes,5,307,Weekly plan,"Sustainability creds, Price, App experience",
25,Female,Dubai,Full-time,29668,General health,2,Moderate,Cook at home,3,"Lack of time, Taste",1,In-person kiosk,5,4,4,2,No,4,43,Monthly plan with discount,"Sustainability creds, Taste variety, Proven health results",
35,Male,Dubai,Self-employed,7528,Muscle gain,3,Moderate,Office canteen,5,Cost,1,Website,4,3,5,3,No,1,12,Monthly plan with discount,"Price, Taste variety, Proven health results",
47,Male,Dubai,Full-time,13592,No specific goal,4,Moderate,Cook at home,4,Taste,2,Website,4,4,5,4,No,3,28,Monthly plan with discount,"Sustainability creds, Chef reputation, Proven health results",
42,Female,Abu Dhabi,Full-time,11052,Weight loss,4,Low,Meal box/subscription,1,"Confusing nutrition info, Cost",2,Mobile app,4,4,4,5,No,5,34,Annual membership,"Chef reputation, Taste variety, Proven health results",
44,Male,Sharjah,Self-employed,16110,Weight loss,2,Moderate,Restaurant/take-away,4,"Cooking skills, Confusing nutrition info, Lack of time",4,In-person kiosk,4,2,4,3,No,3,31,Pay-as-you-go,"Proven health results, Taste variety, App experience",
27,Male,Dubai,Full-time,15075,General health,1,High,Restaurant/take-away,3,Lack of time,1,In-person kiosk,4,4,4,3,Yes,4,34,Pay-as-you-go,"Sustainability creds, App experience, Chef reputation",
79,Male,Dubai,Part-time,84502,General health,5,Low,Office canteen,19,"Cost, Confusing nutrition info",2,Mobile app,3,5,5,3,No,5,122,Monthly plan with discount,"Sustainability creds, App experience, Taste variety",
30,Female,Dubai,Full-time,14208,Weight loss,3,Moderate,Cook at home,3,"Confusing nutrition info, Limited options nearby, Cooking skills",2,Mobile app,4,3,3,5,Yes,4,31,Monthly plan with discount,"Taste variety, Proven health results, Chef reputation",
32,Male,Dubai,Self-employed,29827,Muscle gain,4,Moderate,Office canteen,2,Taste,1,Mobile app,4,3,5,3,Yes,5,60,Pay-as-you-go,"App experience, Taste variety, Chef reputation",
40,Male,Abu Dhabi,Self-employed,12813,General health,4,Low,Skip,3,Taste,1,Mobile app,4,4,4,3,No,2,23,Monthly plan with discount,"Proven health results, Sustainability creds, App experience",
18,Female,Dubai,Self-employed,23838,General health,4,Low,Meal box/subscription,1,Lack of time,1,Mobile app,4,5,4,2,No,2,30,Weekly plan,"Taste variety, Proven health results, App experience",
44,Female,Sharjah,Full-time,16816,General health,2,Athlete,Meal box/subscription,1,Cooking skills,1,Mobile app,5,3,5,3,Yes,2,23,Monthly plan with discount,"Proven health results, Taste variety, Chef reputation",
30,Male,Dubai,Self-employed,35623,Weight loss,4,Moderate,Meal box/subscription,2,"Limited options nearby, Cooking skills, Lack of time",3,Phone/WhatsApp,4,5,3,4,Yes,5,61,Monthly plan with discount,"Chef reputation, Taste variety, Proven health results",
28,Male,Dubai,Part-time,7167,Weight loss,4,Low,Cook at home,4,Cooking skills,1,Mobile app,3,5,4,3,Yes,2,16,Monthly plan with discount,"App experience, Sustainability creds, Price",
23,Female,Dubai,Part-time,8382,Muscle gain,3,Low,Cook at home,2,"Limited options nearby, Lack of time, Cost",4,Website,4,3,4,4,No,2,17,Pay-as-you-go,"Chef reputation, Taste variety, Price",
18,Male,Dubai,Full-time,37482,Weight loss,3,Moderate,Cook at home,2,"Cost, Taste, Cooking skills",4,Mobile app,4,3,3,4,No,5,58,Monthly plan with discount,"App experience, Sustainability creds, Proven health results",
38,Female,Dubai,Student,10395,No specific goal,3,Moderate,Cook at home,4,Limited options nearby,1,Website,3,4,5,3,Yes,5,36,Monthly plan with discount,"Taste variety, Proven health results, Chef reputation",
32,Male,Abu Dhabi,Self-employed,10731,Muscle gain,2,Moderate,Cook at home,2,"Cost, Limited options nearby",1,Mobile app,4,5,5,3,No,1,15,Pay-as-you-go,"Chef reputation, App experience, Sustainability creds",
21,Female,Dubai,Full-time,9681,Weight loss,3,Low,Office canteen,3,"Cost, Lack of time",3,Mobile app,5,4,3,5,No,3,23,Weekly plan,"Proven health results, Sustainability creds, Taste variety",
21,Male,Abu Dhabi,Full-time,26636,General health,3,High,Restaurant/take-away,4,"Taste, Lack of time, Limited options nearby",3,Mobile app,4,4,4,4,Yes,5,51,Annual membership,"Proven health results, Taste variety, Price",
29,Female,Dubai,Student,8015,Muscle gain,3,Moderate,Meal box/subscription,5,"Cooking skills, Lack of time",2,Mobile app,4,3,3,4,No,4,28,Weekly plan,"Chef reputation, Price, Proven health results",
45,Female,Dubai,Full-time,15169,Weight loss,3,Low,Restaurant/take-away,3,"Cooking skills, Taste, Limited options nearby",3,Phone/WhatsApp,3,4,5,4,Yes,3,27,Pay-as-you-go,"Taste variety, Proven health results, Price",
29,Female,Dubai,Unemployed,13134,Medical diet,3,Moderate,Meal box/subscription,2,"Lack of time, Taste, Confusing nutrition info",3,Mobile app,4,4,4,5,No,5,40,Pay-as-you-go,"Taste variety, Price, Sustainability creds",
19,Female,Sharjah,Part-time,25186,Medical diet,4,Moderate,Cook at home,5,"Cost, Lack of time",2,Mobile app,3,3,4,3,No,1,30,Monthly plan with discount,"Taste variety, Sustainability creds, Proven health results",
30,Male,Dubai,Part-time,11315,General health,5,High,Cook at home,4,"Confusing nutrition info, Taste, Cost",2,Mobile app,5,4,4,3,No,3,28,Annual membership,"Proven health results, App experience, Chef reputation",
29,Female,Abu Dhabi,Full-time,18461,Weight loss,2,High,Restaurant/take-away,1,Taste,1,Phone/WhatsApp,4,3,4,3,Yes,5,40,Monthly plan with discount,"Price, Sustainability creds, App experience",
18,Male,Dubai,Full-time,8351,General health,3,Low,Cook at home,5,"Taste, Cost, Cooking skills",2,Mobile app,5,4,5,3,Yes,3,24,Weekly plan,"Taste variety, App experience, Sustainability creds",
31,Female,Abu Dhabi,Student,46759,General health,2,High,Cook at home,2,"Cooking skills, Cost, Limited options nearby",2,Mobile app,3,2,5,3,Yes,4,69,Monthly plan with discount,"Sustainability creds, Taste variety, App experience",
30,Female,Dubai,Full-time,13306,Weight loss,3,High,Office canteen,3,Confusing nutrition info,1,Mobile app,5,2,4,5,No,2,23,Monthly plan with discount,"Price, Sustainability creds, App experience",
37,Female,Abu Dhabi,Self-employed,15065,Weight loss,4,High,Cook at home,2,"Lack of time, Taste",2,Mobile app,5,5,4,5,No,4,35,Monthly plan with discount,"Price, Proven health results, Sustainability creds",
